Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
8302,54,M,Kenya,Bachelor,Teacher,Single,110437,50545,Mixed,110775,23287,382825,0.14,2761747,82852,0.51,1541903,491988,157,298032,289281,288,3637,Services,2457467,588667,1627309,314932,1619862,Treasury Bills,1814384,64333.47,84,40,High,27,Retirement,35.6,Not Ready,Not Ready,High,277796,10.9,Healthy,Decline,Treasury Bills,High
8303,35,M,Uganda,Secondary,Entrepreneur,Single,405205,237553,Mixed,476484,95265,879827,0.15,1869661,56089,0.09,1431968,217858,68,926384,873794,284,26680,Manufacturing,1154089,135568,1058985,1603475,996876,Mutual Fund,681788,986.2,61,66,High,67,Education,42.9,Not Ready,Not Ready,Low,1335332,15.3,Reduce Spending,Decline,Savings,High
8304,60,F,Kenya,Postgraduate,Nurse,Single,429002,77161,Mixed,203421,110395,631940,0.22,1569556,47086,0.09,1738681,349017,55,388718,472198,75,44692,ICT,912032,250596,1057372,2352513,527482,Savings,2514081,184091.02,74,23,Low,26,Business Expansion,36.0,Not Ready,Not Ready,Low,1368760,0.0,Healthy,Decline,Mutual Fund,High
8305,54,F,Uganda,Bachelor,Nurse,Single,1411509,152499,Business,669868,347549,958872,0.22,2870140,86104,0.06,1341322,80648,164,6627,599591,243,46287,Services,1586800,296236,1719463,2449432,774511,Mutual Fund,387110,-142.09,29,47,Low,91,Retirement,37.9,Not Ready,Not Ready,Low,3782120,-2.1,Healthy,Decline,Stocks,High
8306,60,M,Ghana,Postgraduate,Teacher,Married,85032,15187,Salary,78209,19236,826464,0.19,1325549,39766,0.4,1771405,180106,68,603070,686053,148,38591,Food,3375307,1063160,1611372,2663281,2246029,Crypto,2101962,-28050.66,35,50,High,83,Business Expansion,37.3,Not Ready,Not Ready,Medium,235898,-2.5,Reduce Spending,Decline,Stocks,High
8307,31,F,Zambia,Diploma,Entrepreneur,Married,794284,178837,Salary,604772,171222,375810,0.18,2166207,64986,0.07,1697246,267996,50,882130,88576,179,18516,Services,3404257,1045056,167216,847835,1834962,Savings,2130158,-16698.91,33,96,High,94,Home,50.5,Not Ready,Not Ready,Low,2427297,19.0,Healthy,Review,Savings,Medium
8308,55,F,Ghana,Bachelor,Engineer,Married,84259,56720,Salary,70127,45393,351937,0.32,2753300,82599,0.59,561019,229539,65,737206,918837,10,48363,Services,1198419,366235,1534161,2997106,728293,Mutual Fund,1360052,4394.02,66,34,High,54,Home,38.1,Not Ready,Not Ready,High,623758,5.5,Healthy,Decline,Savings,High
8309,59,F,Tanzania,Secondary,Nurse,Married,896483,189976,Mixed,481429,528398,168917,0.49,647726,19431,0.02,858251,83243,193,441183,978846,65,2207,Manufacturing,1666072,458137,864363,1997936,1148228,Treasury Bills,512655,37118.4,59,47,Low,41,Retirement,45.3,Not Ready,Not Ready,Low,6285293,-1.4,Healthy,Decline,Savings,High
8310,21,M,Uganda,Bachelor,Entrepreneur,Married,861271,66441,Salary,532473,211687,214584,0.23,389296,11678,0.01,1630384,366875,180,825327,305618,125,24165,Food,189697,43316,1949794,2680465,84147,Crypto,2490914,49150.5,44,94,Low,42,Retirement,45.1,Not Ready,Not Ready,Low,3087397,0.4,Healthy,Decline,Treasury Bills,High
8311,30,M,Kenya,Secondary,Engineer,Married,742231,182105,Salary,416811,271148,357823,0.29,2045471,61364,0.07,548265,138050,91,374489,260499,171,19404,Agriculture,3536319,428985,1982402,1128441,3051738,Treasury Bills,1998545,62964.75,64,49,High,33,Retirement,38.3,Not Ready,Not Ready,Low,3670376,11.1,Healthy,Decline,Mutual Fund,High
8312,39,M,Tanzania,Diploma,Nurse,Single,417093,55742,Salary,190509,198775,201774,0.42,2070379,62111,0.13,155955,42427,155,214978,167559,67,34783,Retail,414919,116300,1958455,2204367,238831,Savings,2967387,63683.38,67,95,High,69,Education,58.8,Not Ready,Not Ready,Low,2705230,18.8,Healthy,Review,Stocks,Medium
8313,52,M,Uganda,Bachelor,Nurse,Married,490902,232075,Business,615884,89924,794669,0.12,15658,469,0.0,1201390,128552,32,272754,32918,177,38019,Manufacturing,140204,18580,1902854,2463299,62147,Mutual Fund,1840668,-26376.9,36,78,Medium,88,Home,42.9,Not Ready,Not Ready,Low,1118424,-1.3,Reduce Spending,Decline,Mutual Fund,High
8314,25,M,Kenya,Bachelor,Nurse,Single,1235158,5834,Mixed,978773,114443,390878,0.09,108564,3256,0.0,467527,492091,10,956651,605871,149,29208,Agriculture,2118688,170622,1349100,1271539,1062220,Mutual Fund,1200158,95533.31,35,42,High,81,Emergency Fund,32.8,Not Ready,Not Ready,Low,1501960,-1.7,Reduce Spending,Decline,Treasury Bills,High
8315,45,M,Ghana,Bachelor,Entrepreneur,Single,386910,147705,Business,307464,126131,219041,0.24,106979,3209,0.01,1704127,234678,192,558071,126506,207,1068,Food,3504816,842402,386604,1258544,1778146,Mutual Fund,458882,12939.1,67,30,Low,68,Business Expansion,42.4,Not Ready,Not Ready,Low,1939131,6.4,Healthy,Decline,Treasury Bills,High
8316,56,M,South Africa,Postgraduate,Trader,Married,1294219,166112,Mixed,958576,441538,644377,0.3,693482,20804,0.01,1674288,56130,140,256301,833196,58,27895,Food,4426316,1078925,1490674,144115,1856090,Savings,115026,3079.08,77,74,Medium,45,Home,51.6,Not Ready,Not Ready,Low,4927001,-4.7,Healthy,Review,Mutual Fund,Medium
8317,40,M,Zambia,Postgraduate,Nurse,Single,1326697,245611,Mixed,827239,585881,487814,0.37,2255,67,0.0,1133546,37037,25,450863,760590,278,2613,Manufacturing,666167,172741,1819019,1856890,368487,Treasury Bills,80498,25.5,65,52,High,39,Emergency Fund,45.1,Not Ready,Not Ready,Low,7285753,-4.0,Healthy,Decline,Crypto,High
8318,45,M,Nigeria,Bachelor,Teacher,Married,430794,122053,Salary,429088,83286,826378,0.15,1573791,47213,0.09,651623,18102,191,286223,585405,129,5987,Food,1179013,133519,1640603,1504229,682169,Savings,1163408,29311.81,21,82,Low,51,Home,33.7,Not Ready,Not Ready,Low,1092724,14.6,Reduce Spending,Decline,Treasury Bills,High
8319,37,F,Tanzania,Postgraduate,Trader,Married,768977,287528,Business,722934,268281,527301,0.25,1229914,36897,0.03,871395,125144,125,764229,604144,171,11895,ICT,751478,253531,1826150,1083695,593476,Savings,1527710,3608.81,63,54,High,27,Emergency Fund,42.1,Not Ready,Not Ready,Low,3465852,24.9,Healthy,Decline,Crypto,High
8320,23,F,Ghana,Primary,Civil Servant,Single,985398,242346,Mixed,1021061,199907,752355,0.16,2206208,66186,0.05,178659,36206,76,748327,991311,280,38291,Agriculture,121300,23854,608033,2455564,76960,Stocks,880169,-9536.6,97,90,Medium,59,Business Expansion,57.8,Not Ready,Not Ready,Low,2753598,12.0,Reduce Spending,Review,Savings,Medium
8321,46,F,Uganda,Postgraduate,Teacher,Single,1440291,76739,Business,967445,232862,166532,0.15,2149153,64474,0.04,505626,26698,61,245094,34931,263,21380,Food,3181495,411026,1116165,1123596,3009031,Crypto,441954,12073.95,24,61,Low,35,Education,28.7,Not Ready,Not Ready,Low,3358158,12.1,Healthy,Decline,Crypto,High
8322,29,M,South Africa,Diploma,Entrepreneur,Single,375486,202732,Salary,422965,60938,547000,0.11,2234896,67046,0.12,1835278,16521,71,418248,299457,168,32844,ICT,2994078,221393,857035,1066407,1373852,Crypto,1402982,-397.18,79,76,High,23,Emergency Fund,40.8,Not Ready,Not Ready,Low,823789,-4.5,Reduce Spending,Decline,Savings,High
8323,51,F,Nigeria,Primary,Entrepreneur,Single,681079,249845,Mixed,609909,242897,840810,0.26,39064,1171,0.0,1517520,97706,62,921526,988194,122,7945,Food,3356723,950315,1081343,2882326,1407285,Stocks,2144196,10025.86,62,70,Medium,71,Education,51.0,Not Ready,Not Ready,Low,3349248,11.7,Healthy,Review,Stocks,Medium
8324,45,F,Nigeria,Secondary,Teacher,Married,99425,240317,Business,147366,80026,203755,0.24,173276,5198,0.02,1210538,397248,23,328735,941201,51,10060,Agriculture,3362164,1147996,830632,2006794,2054124,Crypto,2950853,186609.33,44,58,Low,43,Education,40.4,Not Ready,Not Ready,Low,1154463,21.6,Healthy,Decline,Treasury Bills,High
8325,32,M,Tanzania,Primary,Trader,Married,1321060,11132,Salary,712309,486357,162295,0.37,2865111,85953,0.06,316931,189092,99,699603,240649,66,1813,Manufacturing,3758215,1085084,1710602,75955,3439035,Mutual Fund,421642,20043.07,21,75,Medium,64,Retirement,42.3,Not Ready,Not Ready,Low,6900535,12.9,Healthy,Decline,Crypto,High
8326,50,M,Uganda,Diploma,Teacher,Single,1087670,38308,Business,854523,240206,14246,0.21,1259662,37789,0.03,51146,455950,48,926342,755021,34,47909,Services,881873,167600,10384,1045658,560740,Treasury Bills,1423350,72151.0,22,53,Low,93,Education,37.8,Not Ready,Not Ready,Low,3184510,-2.1,Reduce Spending,Decline,Treasury Bills,High
8327,38,M,Uganda,Primary,Trader,Married,254537,111576,Salary,279935,53675,425480,0.15,2785702,83571,0.23,181391,44247,17,893452,37767,89,10540,Retail,3609337,213748,856804,2322495,2957785,Stocks,1406998,-20776.08,94,100,Medium,99,Emergency Fund,60.2,Not Ready,Ready,Low,795534,10.1,Reduce Spending,Review,Crypto,Medium
8328,56,M,Uganda,Diploma,Farmer,Single,855348,287138,Business,960807,100253,332450,0.09,1520280,45608,0.04,1806295,71151,61,689706,934592,54,43265,Retail,2623265,907867,882273,2321591,2179275,Mutual Fund,701979,48727.34,36,32,Low,77,Home,35.2,Not Ready,Not Ready,Low,1100980,16.6,Reduce Spending,Decline,Mutual Fund,High
8329,38,F,Rwanda,Bachelor,Teacher,Single,320198,39323,Mixed,163847,185703,404964,0.52,2100687,63020,0.18,1341265,109182,153,562700,51807,41,31833,Retail,654299,130118,1624309,797712,543760,Stocks,2802092,111908.07,51,98,Low,63,Emergency Fund,54.3,Not Ready,Not Ready,Low,2771745,24.8,Healthy,Review,Savings,Medium
8330,49,F,Uganda,Diploma,Civil Servant,Married,1044153,66012,Mixed,959673,84537,21899,0.08,1828421,54852,0.05,1620810,404492,178,107000,627009,260,20627,ICT,3019558,566542,1021228,2654929,2416405,Crypto,1382616,11843.59,79,49,High,25,Retirement,38.1,Not Ready,Not Ready,Low,1297563,11.6,Reduce Spending,Decline,Savings,High
8331,32,F,Rwanda,Postgraduate,Nurse,Married,1209648,186368,Salary,758254,574523,462497,0.41,1719736,51592,0.04,454745,412354,36,189614,746798,268,24255,Services,3221012,364986,1657960,2811114,2750823,Treasury Bills,2851472,104534.97,54,89,Medium,22,Business Expansion,44.7,Not Ready,Not Ready,Low,7433101,0.8,Healthy,Decline,Savings,High
8332,29,F,Zambia,Bachelor,Farmer,Single,1469254,112093,Salary,1162873,311645,90444,0.2,2184762,65542,0.04,1949156,290268,124,484972,29077,8,3339,Agriculture,2297614,476549,1339249,789619,2007273,Mutual Fund,1385856,-11976.7,98,48,High,51,Retirement,49.4,Not Ready,Not Ready,Low,4489687,-0.9,Reduce Spending,Decline,Stocks,High
8333,44,F,Ghana,Diploma,Nurse,Single,312253,229730,Mixed,342632,85449,20558,0.16,2930541,87916,0.16,1055144,180543,173,90588,389806,287,13683,Agriculture,406754,136503,1389050,2488389,295976,Crypto,2558158,132120.87,77,80,Medium,38,Emergency Fund,49.2,Not Ready,Not Ready,Low,1015264,19.3,Healthy,Decline,Mutual Fund,High
8334,32,M,Ghana,Postgraduate,Entrepreneur,Single,347052,87757,Salary,287071,143610,400145,0.33,1230781,36923,0.08,674392,276925,123,875705,304786,29,11285,Food,3776348,1163447,1567179,1906156,2362473,Savings,1018529,61718.46,76,28,Medium,61,Retirement,45.7,Not Ready,Not Ready,Low,2164186,5.3,Healthy,Decline,Stocks,High
8335,51,F,Rwanda,Primary,Entrepreneur,Single,637126,38700,Salary,510667,127969,820300,0.19,1631295,48938,0.07,1233051,313201,38,889760,870638,147,46098,Agriculture,1025279,173306,1855293,335732,554325,Mutual Fund,2695446,139782.2,72,50,Low,25,Emergency Fund,38.2,Not Ready,Not Ready,Low,1567022,12.0,Reduce Spending,Decline,Crypto,High
8336,29,M,Rwanda,Secondary,Teacher,Single,399259,179567,Salary,487096,51721,744703,0.09,2716489,81494,0.14,1469479,447745,22,170946,875125,99,19551,ICT,4965659,1356093,185686,104993,2481434,Savings,352304,11521.47,88,60,High,49,Business Expansion,47.2,Not Ready,Not Ready,Low,802091,11.6,Reduce Spending,Decline,Treasury Bills,High
8337,20,F,Ghana,Secondary,Farmer,Single,515320,29730,Mixed,284314,155349,140924,0.29,1734788,52043,0.1,1230450,336396,40,580330,638546,172,48157,Manufacturing,4326485,1146139,652084,2846655,3976492,Treasury Bills,1045768,83216.49,86,40,Low,90,Retirement,53.0,Not Ready,Not Ready,Low,1845867,8.3,Healthy,Review,Savings,Medium
8338,50,M,Ghana,Diploma,Farmer,Married,991302,118145,Business,630140,423261,685402,0.38,2560633,76818,0.07,382410,452494,103,783284,556830,24,35799,Services,3664007,414425,927087,2866552,2463611,Treasury Bills,67975,4866.4,70,89,Low,60,Business Expansion,53.5,Not Ready,Not Ready,Low,5091250,13.4,Healthy,Review,Stocks,Medium
8339,51,M,Uganda,Diploma,Civil Servant,Married,1094917,126709,Salary,460125,635087,17985,0.52,941502,28245,0.02,684981,325491,84,675753,561392,206,36195,Retail,980995,266995,1719979,2808308,685080,Stocks,1705485,45495.34,24,45,High,42,Education,36.9,Not Ready,Not Ready,Low,6913753,-4.1,Healthy,Decline,Savings,High
8340,58,F,Ghana,Secondary,Trader,Single,1348845,17789,Business,766053,600272,725680,0.44,94261,2827,0.0,277394,369937,63,94490,666108,12,25093,Services,3364056,861660,203543,2512500,2039124,Crypto,2040569,19465.75,45,85,Low,42,Home,48.5,Not Ready,Not Ready,Low,7998733,8.8,Healthy,Decline,Mutual Fund,High
8341,52,M,Ghana,Diploma,Civil Servant,Married,1104787,23721,Salary,696452,173673,374912,0.15,602004,18060,0.02,1808721,210871,116,893141,639919,205,27102,Retail,1427770,281792,1536968,2470922,1056674,Mutual Fund,543452,22445.91,88,54,Medium,86,Home,52.5,Not Ready,Not Ready,Low,2577467,-3.4,Healthy,Review,Stocks,Medium
8342,35,F,South Africa,Primary,Engineer,Married,1027633,214815,Mixed,1102240,140030,384364,0.11,1477541,44326,0.04,63831,100964,83,117743,254119,95,20009,Manufacturing,791195,247389,255239,2939217,341002,Stocks,1913436,-14955.69,88,72,High,68,Education,54.7,Not Ready,Not Ready,Low,1553940,24.2,Reduce Spending,Review,Savings,Medium
8343,52,M,Zambia,Bachelor,Farmer,Single,478065,172860,Business,369326,136072,479698,0.21,253663,7609,0.01,1154426,352064,168,359425,46828,159,12635,Food,1249853,127533,184146,511255,617914,Stocks,411784,32329.07,57,91,High,44,Emergency Fund,45.2,Not Ready,Not Ready,Low,2102645,-5.0,Healthy,Decline,Savings,High
8344,49,F,Tanzania,Bachelor,Teacher,Married,443463,211884,Business,584524,53496,581334,0.08,2685630,80568,0.12,902956,281032,75,299800,963837,218,28883,Services,4780963,1372678,1238239,2276902,4154040,Mutual Fund,1516337,-18246.55,96,45,High,32,Retirement,44.0,Not Ready,Not Ready,Low,579572,23.1,Reduce Spending,Decline,Savings,High
8345,44,M,Uganda,Bachelor,Engineer,Single,1151541,118773,Mixed,547378,282836,694543,0.22,1993245,59797,0.05,288293,128503,139,509543,757902,211,38244,ICT,4786570,1534936,1417010,2028137,1927647,Treasury Bills,1487793,76354.45,32,38,Medium,44,Retirement,32.6,Not Ready,Not Ready,Low,4089104,7.6,Healthy,Decline,Mutual Fund,High
8346,26,M,Nigeria,Bachelor,Civil Servant,Single,891360,183788,Mixed,530203,260713,989726,0.24,1628769,48863,0.05,530475,200093,89,383988,480861,139,15762,Food,4036400,298264,249648,1828535,2467295,Crypto,1958353,9651.21,54,46,High,71,Education,39.2,Not Ready,Not Ready,Low,3694800,20.4,Healthy,Decline,Mutual Fund,High
8347,41,F,Ghana,Bachelor,Entrepreneur,Married,1017699,37763,Salary,792598,201632,445409,0.19,2845324,85359,0.08,273607,246519,148,996991,118731,196,16897,Manufacturing,3956560,1067005,572554,724506,2500744,Mutual Fund,2389764,-47705.25,91,24,Medium,62,Education,45.3,Not Ready,Not Ready,Low,2418330,15.6,Reduce Spending,Decline,Savings,High
8348,24,M,Uganda,Primary,Entrepreneur,Single,1477464,15050,Mixed,951403,206733,164085,0.14,1889666,56689,0.04,1035678,387072,160,572379,167157,117,12523,Services,600436,150809,1577565,1576301,242198,Stocks,220257,16170.28,22,22,Low,26,Home,21.2,Not Ready,Not Ready,Low,2749861,9.9,Healthy,Decline,Savings,High
8349,47,M,Zambia,Bachelor,Trader,Single,1130684,98469,Salary,432509,704825,164420,0.57,2275254,68257,0.06,1827715,250772,69,880555,176457,23,45733,Services,3722269,463099,1285484,321584,2160226,Savings,2575592,144539.77,94,73,Medium,78,Home,63.2,Not Ready,Ready,Low,9140503,-0.4,Healthy,Review,Stocks,Medium
8350,53,M,Rwanda,Primary,Farmer,Married,1371781,277377,Mixed,759668,393463,544312,0.24,2896631,86898,0.05,1546158,11874,143,89739,985752,282,44683,Retail,4543121,1289466,1022914,782287,3432870,Savings,2715844,71749.72,29,47,Low,37,Business Expansion,32.1,Not Ready,Not Ready,Low,5492843,4.0,Healthy,Decline,Crypto,High
8351,44,M,South Africa,Secondary,Teacher,Single,899650,27983,Salary,549908,287545,30219,0.31,1691253,50737,0.05,1100790,237748,63,489578,192799,8,7012,Food,3319585,874488,516485,869012,1568659,Stocks,2809933,128541.78,30,53,High,21,Business Expansion,32.2,Not Ready,Not Ready,Low,3228465,15.3,Healthy,Decline,Treasury Bills,High
8352,41,M,Tanzania,Bachelor,Nurse,Married,539437,275101,Business,415232,227217,776845,0.28,1340992,40229,0.05,800930,34328,94,760594,972081,249,5137,Retail,4329941,518062,1026388,755715,3653924,Treasury Bills,1448567,14837.16,38,100,High,33,Emergency Fund,41.9,Not Ready,Not Ready,Low,3441023,16.3,Healthy,Decline,Stocks,High
8353,22,M,Zambia,Secondary,Engineer,Married,672573,45211,Salary,422379,95085,788016,0.13,2559769,76793,0.11,358050,297825,64,815764,59464,1,28915,Agriculture,787251,153643,127603,1669023,714984,Stocks,576041,-4392.95,58,96,High,72,Education,50.0,Not Ready,Not Ready,Low,1341933,15.3,Healthy,Decline,Treasury Bills,High
8354,39,M,Uganda,Postgraduate,Teacher,Single,1018553,56191,Mixed,446978,312975,969679,0.29,698496,20954,0.02,47464,375666,72,534675,591772,42,18642,Services,1925969,200007,1807459,1619348,1761598,Mutual Fund,1522126,79389.32,89,41,Low,72,Emergency Fund,49.0,Not Ready,Not Ready,Low,4517864,4.7,Healthy,Decline,Savings,High
8355,48,M,Ghana,Diploma,Trader,Single,1120658,272488,Salary,1059467,140531,381558,0.1,30849,925,0.0,105063,87378,38,669731,625009,273,7636,Manufacturing,1334777,80131,1381622,1099798,1080355,Mutual Fund,277977,-2755.75,55,32,Medium,51,Emergency Fund,31.0,Not Ready,Not Ready,Low,1876164,16.4,Reduce Spending,Decline,Savings,High
8356,49,F,Uganda,Postgraduate,Nurse,Married,945100,96229,Business,378927,554795,635417,0.53,304207,9126,0.01,1812119,268561,56,404251,556842,113,14475,ICT,3922192,299615,1627644,470040,2108167,Crypto,864040,50602.93,30,99,High,26,Business Expansion,43.3,Not Ready,Not Ready,Low,6979371,10.7,Healthy,Decline,Mutual Fund,High
8357,27,F,Kenya,Postgraduate,Trader,Single,1272526,33305,Mixed,1087444,142981,833803,0.11,460653,13819,0.01,1055459,18806,133,22620,105561,15,33164,Retail,2259417,571809,885785,2054778,1629852,Savings,2922929,44358.98,99,61,High,82,Emergency Fund,56.4,Not Ready,Not Ready,Low,2027800,12.4,Reduce Spending,Review,Crypto,Medium
8358,31,M,Nigeria,Secondary,Civil Servant,Married,453040,161729,Mixed,250023,178422,374706,0.29,2467704,74031,0.12,530336,471868,143,168954,88780,261,16629,ICT,4605088,290056,1918277,1084795,2048007,Stocks,1654026,84822.45,28,93,High,28,Emergency Fund,35.7,Not Ready,Not Ready,Low,2169996,-4.1,Healthy,Decline,Stocks,High
8359,39,M,Ghana,Secondary,Teacher,Single,274628,84141,Salary,162298,195262,626369,0.54,1997626,59928,0.17,660085,87556,49,874022,314815,77,5369,Food,3891491,484244,1155087,1882252,2193283,Crypto,11795,527.47,97,80,Medium,39,Emergency Fund,57.8,Not Ready,Not Ready,Low,2347768,10.9,Healthy,Review,Treasury Bills,Medium
8360,45,M,Ghana,Secondary,Entrepreneur,Single,1267072,290875,Salary,1346273,207104,46183,0.13,2560391,76811,0.05,1595930,118034,30,984093,733811,49,14344,Retail,2598821,592714,1178222,2540764,1484359,Mutual Fund,2230835,118801.51,79,86,Medium,41,Home,49.8,Not Ready,Not Ready,Low,2372043,12.3,Reduce Spending,Decline,Mutual Fund,High
8361,21,M,Uganda,Primary,Farmer,Single,1480841,224747,Business,1349975,352912,603679,0.21,2955084,88652,0.05,963897,72958,127,536014,927769,68,44209,Agriculture,4026923,1256193,1863878,2563137,2875432,Savings,2853860,186941.68,100,49,High,75,Education,55.9,Not Ready,Not Ready,Low,3913129,13.1,Reduce Spending,Review,Mutual Fund,Medium
8362,31,F,Rwanda,Postgraduate,Farmer,Married,1094226,263134,Salary,680202,495055,71151,0.36,1693918,50817,0.04,280562,452169,125,272792,104345,39,21586,Services,718322,154060,1468708,2428373,332126,Savings,2117701,160065.75,45,33,Medium,28,Retirement,33.2,Not Ready,Not Ready,Low,5369417,20.9,Healthy,Decline,Treasury Bills,High
8363,49,F,Tanzania,Postgraduate,Nurse,Married,749123,224034,Salary,695514,186819,300277,0.19,110579,3317,0.0,695746,456255,43,778980,626930,14,29764,Manufacturing,2942751,148870,174558,287809,1777243,Savings,2347445,17785.93,78,96,Medium,44,Business Expansion,50.2,Not Ready,Not Ready,Low,2160543,8.5,Reduce Spending,Review,Stocks,Medium
8364,40,M,Ghana,Bachelor,Nurse,Married,937512,155363,Business,775167,116312,339366,0.11,1636804,49104,0.04,138313,212622,85,918041,3389,87,30939,ICT,1521153,414989,1583901,1419979,697322,Stocks,623105,30610.53,45,74,Low,94,Home,47.3,Not Ready,Not Ready,Low,1310588,14.0,Reduce Spending,Decline,Crypto,High
